Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Rubavu,Villa,138,2,3,1,2006,0,0,7.930045967905137,3.3525082626705256,2074445
Gicumbi,Bungalow,50,2,3,2,2006,1,0,4.983685710254164,4.403491292553406,3483271
Nyamagabe,Apartment,200,2,1,3,2020,0,1,5.18334654730949,2.451125627083177,3817900
Rwamagana,Villa,159,4,1,3,2003,0,0,6.459683668914309,2.761432129279513,3831040
Huye,Bungalow,234,4,2,3,2021,0,0,4.123331390185798,1.1591818839171077,5542963
Huye,Villa,159,4,3,3,2011,0,0,3.9062339575563967,2.832270686398888,6821160
Gicumbi,Bungalow,126,5,2,2,2018,0,1,5.850186196571302,2.2908689917040435,4600260
Huye,Bungalow,156,3,1,1,2020,1,1,3.918643842771002,1.9725027760305867,4101032
Muhanga,Bungalow,221,2,1,1,2000,1,0,2.9773356467941925,1.8257889507735063,5301392
Kigali,Villa,147,5,3,2,2023,1,1,4.159701652970262,1.2633185593622676,5189057
Kigali,House,145,1,1,1,1982,1,0,5.3593451302624535,2.8264415367089697,-1105692
Muhanga,Apartment,226,4,3,2,2006,1,1,6.244175679236678,1.7899055369053554,4431303
Muhanga,Villa,169,1,1,3,2002,1,1,7.165082395338806,3.0513494394061556,2982612
Nyanza,Villa,157,5,3,1,1991,1,0,4.087388418536248,3.2806612605560703,5989670
Muhanga,Apartment,176,5,2,1,1998,1,1,2.1205572558062658,1.8180186736020592,4668368
Nyanza,Villa,235,3,3,2,1983,0,0,4.233926523292391,3.002082130521031,3016694
Kigali,Bungalow,206,3,1,3,2016,1,1,6.309603083514437,1.2024288239166299,4885694
Rubavu,Apartment,92,1,3,1,1984,1,1,6.824067518976425,3.3705122830314496,5517030
Nyanza,House,124,1,1,3,1997,1,0,4.150502303980623,0.0,5334624
Huye,Bungalow,164,4,1,2,2010,1,1,6.876053807469068,0.0,1679142
Musanze,House,117,3,2,1,2003,1,0,5.267201918933087,3.746282025850541,6089537
Huye,Apartment,84,2,1,3,2004,1,1,3.6123043568358764,3.8628587460410024,2224981
Rubavu,Apartment,123,3,2,2,2012,1,0,7.264956998032419,3.334027140931962,3767547
Nyanza,Villa,111,4,3,1,2020,0,1,6.7096483452276106,1.1948074967914846,4360801
Kigali,House,136,5,1,3,2007,1,1,4.357425932879333,4.45212069042173,7760701
Nyanza,Bungalow,149,1,1,1,2008,0,1,4.075416904754973,1.6527240103633742,3560691
Muhanga,Villa,102,2,1,2,1995,1,1,5.8403917982121785,2.460957332416793,2796978
Huye,Apartment,138,2,3,2,1996,0,0,2.9373219723106874,2.279075560437425,1935688
Rusizi,House,185,4,2,2,2000,1,0,7.280350973374304,2.4560390998192867,-148700
Rubavu,House,250,4,3,1,2012,1,0,5.0077464796901445,3.620913293621588,7868168
Muhanga,Bungalow,97,5,2,2,2005,1,1,2.795598362288187,1.6084835705972105,4617527
Rusizi,Bungalow,159,5,2,3,1996,0,0,6.764916539395564,1.9932121882765934,996354
Nyamagabe,Bungalow,199,3,2,2,1987,1,0,5.054946025833284,2.985571055338496,2396406
Muhanga,House,181,2,3,2,2016,0,0,5.101655202196447,1.5485887580379738,3935771
Rwamagana,Bungalow,119,4,3,2,2002,0,1,5.544141866767408,2.7846407101191835,3656584
Gicumbi,Bungalow,102,5,2,1,1985,0,1,2.7502078152617053,1.579353993259908,4519862
Huye,Apartment,191,4,2,1,2011,1,1,6.609396800119975,2.264823482611666,4252184
Gicumbi,Bungalow,51,5,1,3,1989,1,0,5.715714413282123,3.75434790014043,5775848
Nyanza,Apartment,177,5,2,3,1984,0,1,3.9999795467954655,0.6437699599709592,5244458
Musanze,Villa,184,2,1,1,1992,1,1,8.563349793250278,1.7658656354264617,595237
Nyanza,Villa,173,1,3,1,1981,0,1,4.944139527452607,3.729051184933377,2129376
Muhanga,Apartment,96,2,3,3,2020,0,1,6.758953140900202,1.2933427116103609,7491475
Muhanga,Villa,95,2,3,3,2005,1,0,5.461653664693697,1.8565719180834153,-1956546
Nyamagabe,Villa,120,1,1,1,1995,0,0,6.831769000418797,2.957579393895198,1467247
Huye,Apartment,89,1,2,3,1981,0,1,2.9273515156117482,1.6843588790798028,3503177
Gicumbi,Apartment,195,4,3,3,1997,1,1,8.333593581024116,2.335216804154894,5787784
Muhanga,Villa,155,2,2,1,1985,1,0,7.863404279858921,1.8028435095770952,3072120
Gicumbi,Villa,118,4,3,3,2001,0,1,4.054077373558818,2.3245040789021005,4134576
Rwamagana,Villa,269,1,2,1,1989,0,1,5.999378216128459,0.8199677614742797,1323065
Nyanza,House,156,1,2,1,1983,1,0,3.144065555602155,2.9455705041685913,5213215
Gicumbi,Bungalow,130,3,1,1,2003,1,1,5.517062585687299,2.2535689050800025,4560956
Musanze,Bungalow,147,5,2,3,1988,1,1,6.37517195554228,3.024007040083597,5087011
Rusizi,Villa,122,1,3,2,1992,0,1,5.561264530765485,1.0735252904715482,4466794
Nyanza,House,207,2,1,1,1988,1,0,6.514168533225819,2.2789723959571204,2485966
Kigali,Apartment,257,4,2,3,2013,0,1,7.862136166156858,0.7761036828916903,81163
Rusizi,Villa,185,1,1,2,1989,1,0,5.223241550525173,2.774596688600142,3464698
Nyanza,Apartment,78,3,3,3,1984,1,0,5.817246682371281,1.5700975424704247,2397197
Muhanga,House,270,2,3,1,2010,0,0,2.429851512785078,0.0,6566655
Muhanga,Bungalow,176,4,1,3,1987,1,1,6.15101241113653,2.853047382796877,7182031
Musanze,Bungalow,116,1,2,1,1996,1,1,5.006539564736482,2.2139151287407466,-1558304
Nyanza,Apartment,179,1,1,2,1981,1,0,5.698623225684662,0.8656532088699689,1161201
Huye,Villa,147,3,2,2,1999,1,0,7.037695017012591,2.8195280471583573,4388185
Huye,Apartment,202,5,1,3,2018,1,1,4.58597969724339,1.148171794369977,4979724
Nyanza,Apartment,104,1,3,2,1987,0,0,5.222356807912201,2.6821581606378193,-360843
Huye,Apartment,64,1,1,3,1982,1,0,5.066444614350759,1.5199598699571302,1556497
Rwamagana,House,126,4,3,3,2015,0,0,1.0893968147591089,3.94862999079817,2617781
Muhanga,Villa,187,2,1,1,2008,0,1,7.582845791473943,2.8066824151514584,2319399
Gicumbi,Bungalow,98,5,2,2,1992,1,0,3.3985783393825004,1.5648180160864107,3767943
Huye,House,144,2,2,1,1987,0,1,9.648180758528618,2.4696586478719573,4264323
Nyamagabe,House,120,4,2,3,2018,0,1,4.801108250239033,2.2653176245504554,2612537
Nyamagabe,Bungalow,157,2,1,3,2020,1,0,1.8763116708099323,1.6463531958901243,2875348
Rwamagana,House,169,4,3,2,2020,0,1,3.9596419588556167,1.717346203497625,3675417
Rubavu,Villa,205,3,1,1,1983,1,0,2.849594188132346,1.988398193018272,5442143
Huye,Villa,221,3,1,3,1998,0,0,3.1509088406789942,2.636540892417714,6441996
Muhanga,Villa,74,1,3,3,1981,0,1,5.76646859803961,0.5714525021637928,1789890
Huye,Villa,132,2,3,2,2017,1,1,6.0700351955982965,1.724966561568873,2022321
Nyanza,Villa,139,5,1,3,2000,0,0,6.809844442424474,2.159141327338015,3588521
Rubavu,House,146,5,3,2,1993,0,1,6.705016743028865,1.2634902677223123,1483463
Musanze,Apartment,50,5,2,2,1991,0,0,2.8822130782706474,1.4102770571794787,1902123
Rusizi,House,147,2,3,1,1985,0,0,3.051037751724759,0.6977372712132,1404899
Nyamagabe,Apartment,161,2,2,3,2002,1,0,4.2832680809672885,2.8770254855862616,3530591
Nyanza,Apartment,137,1,3,2,2013,0,0,5.172683284081553,1.2529840188938137,2424051
Nyanza,Apartment,169,5,2,2,2011,1,1,8.090340735732095,1.3759207842703258,6308501
Rubavu,Villa,260,3,3,2,2001,1,0,11.962523647626018,2.8366900321490696,6189672
Huye,Apartment,150,4,3,1,1984,0,0,7.865340965508715,2.096000331938542,168067
Rubavu,Bungalow,143,4,3,1,2018,0,0,4.904489409349416,2.3276566614774428,5796555
Kigali,Apartment,91,2,1,3,1996,1,0,8.624538055416554,1.2084703818451694,2779976
Nyanza,Apartment,110,5,3,3,1992,1,1,3.7476799618292835,2.046481029116615,6234485
Gicumbi,Apartment,87,4,3,2,1987,1,1,2.90243781762441,1.4217443033107409,4150204
Rusizi,House,110,4,2,3,2012,1,0,5.993968282438546,1.40445386427844,2462295
Nyanza,Apartment,158,2,2,1,2015,1,1,5.033687578215151,2.77670250521328,2927369
Nyamagabe,Apartment,196,5,3,2,2014,1,0,9.36965492914376,1.327904245325258,9256188
Rubavu,Apartment,130,5,3,2,1990,1,0,2.708322003072513,4.3069426475834,5284218
Rusizi,Bungalow,125,3,2,2,2023,1,0,4.5232651064693545,2.9817932636396303,-2742100
Muhanga,Apartment,165,1,1,1,1984,1,1,5.89006396829998,3.117979185370186,-564383
Nyanza,House,112,2,3,3,1995,0,1,2.447940463858649,3.849036559609881,3005162
Muhanga,Apartment,63,4,1,2,2023,1,0,7.62767639074834,1.7553586090751767,652289
Muhanga,House,139,2,1,2,1991,0,1,6.761558460237118,3.2988967262863715,2455020
Gicumbi,Bungalow,108,3,2,3,1997,0,0,2.226569587264882,2.2223982234039465,4504415
Muhanga,Bungalow,160,2,3,1,2003,0,1,6.70334649896823,3.1404781179964765,4406388
Rusizi,Bungalow,50,5,2,1,1991,1,0,4.017068415695846,0.7403155184088182,5083806
Rusizi,House,130,5,1,3,2019,1,1,5.492137267524399,0.2752395979845246,3263167
Gicumbi,Bungalow,107,3,2,1,1995,0,1,4.393479458452146,2.758736624286805,7282629
Huye,House,126,5,3,2,1982,1,0,6.462581413526542,0.9951248132799866,2995508
Nyamagabe,Villa,252,1,2,1,1980,1,1,6.586068743696252,1.8589511476215697,3663204
Nyamagabe,House,193,2,1,1,2007,0,0,2.660222920392583,3.016954016403843,1370982
Kigali,Apartment,133,1,1,3,1986,1,0,1.67977069841821,2.091808798508312,6281374
Muhanga,Villa,164,2,3,3,2019,0,1,4.976956814264156,2.949868540152507,5469481
Rusizi,House,98,4,3,3,2009,1,0,3.4546733039397033,3.3396570165104382,1869548
Kigali,Bungalow,226,5,2,2,2023,1,0,3.1195045846731144,2.7428306070720985,5852827
Rusizi,Villa,126,5,1,2,2006,1,1,8.59085122465138,1.635181621343011,1717636
Huye,Bungalow,100,5,1,3,2005,0,0,5.614569235139977,2.960930030548054,4626275
Huye,Apartment,50,4,2,1,2013,0,1,7.908531919444129,1.902323251762737,2799167
Rwamagana,Bungalow,215,5,1,2,1995,1,1,7.515360152620141,1.4853065057420194,6082974
Kigali,Villa,226,5,3,1,2008,1,1,5.127134467138592,1.7413472526565168,6710037
Kigali,Apartment,211,1,2,2,2013,0,0,8.857092042602439,0.5991951569274292,728582
Rusizi,Villa,230,4,1,2,1981,1,0,8.189724457329,2.2074142426454504,5057632
Musanze,Bungalow,139,5,1,1,1987,1,1,1.7720472398112004,3.232608246468371,4729693
Nyamagabe,Villa,120,1,2,3,1985,1,1,5.250923682226929,2.9344820142425827,1774043
Muhanga,Villa,117,5,1,2,1989,1,0,4.762574798483727,1.2503188619952814,2711375
Rubavu,Bungalow,91,5,2,2,2004,1,1,7.642481979299534,2.9722362141733214,1617658
Musanze,Apartment,133,1,3,3,1983,0,1,3.8033632138753184,2.6400138886994338,2128588
Muhanga,House,110,5,2,2,1980,0,1,8.280237828614439,0.4748564948032177,3062397
Kigali,Bungalow,196,5,2,1,2013,0,0,9.092330062813938,3.2560372863296827,7268754
Nyanza,Bungalow,129,2,1,2,2023,1,1,5.170713303963106,1.2099050647901408,1197566
Kigali,Bungalow,76,3,2,2,2009,1,1,7.08546974921862,2.588015546923457,4648863
Huye,House,207,2,2,2,2010,1,0,4.449297603672731,0.413528727874819,4975230
Nyamagabe,Apartment,108,2,1,3,1991,0,1,6.1381539169023265,2.144654390914473,186735
Rwamagana,Apartment,223,4,2,1,2012,1,1,0.7966391914133117,2.4112493225798226,3222691
Muhanga,House,109,5,3,3,2000,1,1,4.696577151247558,2.958496928271172,1417439
Huye,Villa,100,4,1,3,2020,1,0,8.357237447666712,4.086675311833837,5236489
Rwamagana,Bungalow,178,3,1,3,2005,0,1,4.702781677344853,2.05839282944426,1746756
Kigali,Bungalow,184,2,3,2,1998,0,1,5.55271757486712,3.613434373961014,4893547
Rubavu,House,132,4,3,1,2008,1,0,5.339209123074698,2.823823717054054,6870678
Kigali,Bungalow,166,5,1,2,1998,0,0,5.84156813721105,0.3488290274642334,5987536
Musanze,Villa,142,3,3,3,1983,1,1,5.343833682037325,2.3381015666254923,5810023
Musanze,Villa,103,1,1,1,2017,1,0,7.4107109769082,1.3529148499329484,-1450369
Huye,Villa,223,1,1,1,2007,0,1,8.71680958658422,2.5808396473338915,3310871
Muhanga,Villa,117,3,1,3,2005,1,1,4.831004018204833,1.7430145473330312,2145640
Huye,Bungalow,114,4,2,2,2005,1,1,0.9234702499697534,3.826978332359843,2393507
Musanze,Bungalow,151,1,2,2,1991,0,0,7.31661539313585,2.990511485043057,-1436380
Muhanga,Bungalow,114,4,1,3,1997,1,0,8.224241146766342,1.2389344300354734,5451518
Kigali,Apartment,153,4,3,3,2000,0,1,9.798424909619353,3.277554605333964,2156805
Rusizi,Bungalow,146,3,3,2,1995,0,0,4.516417415540575,2.565450100728787,-351573
Muhanga,House,252,2,3,1,1983,0,1,6.7253748918687375,2.501713197234874,8160145
Gicumbi,Apartment,197,3,2,1,2012,1,0,4.964539428401972,3.1314764101761225,7363957
Gicumbi,Bungalow,136,5,1,1,2015,1,0,5.220594074858733,2.4905281812950038,4466949
Muhanga,Bungalow,178,4,1,1,1996,0,0,7.853918753219176,1.326688138848061,3335346
Muhanga,Villa,69,5,2,1,2022,0,1,6.716171638729828,2.897238620301122,608236
Musanze,Villa,197,2,1,3,1988,1,0,2.4586033392228606,3.0040408078187744,4114614
Musanze,Apartment,73,4,3,3,2006,0,1,5.810606806860099,0.9177314774557124,6381268
Huye,Villa,98,3,3,3,2008,1,0,6.411229244778669,1.0208627759198843,3745105
Kigali,Bungalow,138,2,1,2,1995,0,0,3.166760300781732,6.260028174147313,1640115
Gicumbi,Bungalow,148,2,1,3,1986,1,1,7.070816917115149,3.8568933068376117,4722348
Kigali,Villa,173,5,3,3,2023,1,1,5.434165374951356,1.1729607311632062,4442982
Nyanza,House,149,4,2,2,1990,1,1,2.3150189705730058,1.95810441126206,6443958
Muhanga,Apartment,201,2,2,3,2019,0,0,3.5204865285640032,0.2867231415081939,7254283
Musanze,Bungalow,111,3,1,3,2010,0,0,7.175219388771693,2.0938165659557284,6234689
Nyamagabe,Bungalow,153,5,2,3,2000,1,0,3.0719252402839805,1.4493471070106851,3239892
Nyamagabe,Villa,131,1,2,3,2014,1,1,6.109217213832682,1.5248866405858739,9798412
Nyanza,Bungalow,120,4,1,3,2006,1,1,3.0529542687260065,0.0,4112568
Rubavu,House,118,2,2,2,1984,0,0,7.233741917231422,2.2418214468795763,-267218
Nyamagabe,Villa,173,1,2,2,2011,1,1,2.405589160433904,2.151988673521567,4599080
Muhanga,Villa,143,5,2,2,1999,1,0,8.525941785197393,1.4867373025224127,4543007
Nyamagabe,Bungalow,252,4,3,2,1994,1,0,4.0766418587975926,1.707553803780745,6370116
Rwamagana,House,193,3,2,2,2001,1,0,7.906767663344549,2.674088821933381,5133221
Nyamagabe,House,124,5,1,1,1980,0,1,4.567479745076344,3.938889774052229,1032764
Rwamagana,Villa,164,3,3,3,2014,0,1,6.721760357773253,2.3000900682114622,1823789
Kigali,Apartment,154,4,2,3,1981,1,0,3.4614203572937408,2.807229398564828,7790803
Kigali,House,177,1,3,1,1994,0,1,4.907082988690413,1.2014557761096816,1624745
Rusizi,Apartment,176,5,2,1,1989,0,1,6.058461106877832,0.4625216135333974,3437954
Rwamagana,Villa,137,2,1,1,1988,1,1,0.6845142839438978,1.0674721596288004,1550150
Muhanga,Villa,66,1,1,3,2001,1,0,3.1641373881409436,3.7532064615879,4744458
Gicumbi,Apartment,247,3,2,3,1984,0,1,0.88720925279251,2.173772094481818,488191
Musanze,Apartment,128,5,2,1,2006,0,1,3.2023176847237815,3.5138423680615043,313196
Gicumbi,Apartment,243,1,2,3,1989,0,0,5.0295073392903875,0.209801253717254,4282697
Kigali,Villa,151,2,3,3,2021,1,0,5.128915348287528,3.644852120395287,-788183
Muhanga,Bungalow,217,1,1,3,2014,0,0,3.886699823504307,2.594095780508716,3512262
Muhanga,Villa,188,2,1,2,2022,0,0,6.280033321705615,0.4361321860495979,4289957
Muhanga,Villa,122,2,2,2,2021,1,0,3.0235720027486837,1.3770589353725944,4178600
Rubavu,House,136,4,1,3,2016,0,1,6.48947870967293,3.179291135548982,7315956
Musanze,Bungalow,293,1,1,1,1992,0,0,5.941750058222457,1.7229409087782273,2454724
Nyamagabe,House,153,4,3,3,2006,1,0,3.519518139721349,1.8797326028028591,9367318
Kigali,Bungalow,145,2,2,2,1981,1,0,5.485018848566499,2.198501986155542,2947438
Rubavu,Apartment,175,3,3,3,2004,0,0,5.090706704833366,0.3216310636648452,116907
Rusizi,Apartment,163,4,3,3,1980,0,1,7.034973175762429,2.8759980906354476,6135723
Nyamagabe,Apartment,90,3,3,2,1980,0,1,0.0,2.8289045859979502,2108704
Musanze,Villa,123,3,1,1,2008,0,0,4.923799486290528,1.491416825820703,5804904
Nyamagabe,Bungalow,215,5,1,2,1999,1,1,8.728372456315778,3.5582764558815017,5766832
Rubavu,House,99,2,1,1,2023,0,1,6.453411898255654,2.4149301476809812,3246568
Nyanza,Bungalow,111,2,1,2,2010,0,0,3.2438088681189727,4.05831569562547,2237962
Rwamagana,House,123,1,1,3,1997,1,0,5.6126015481715426,1.4877273522422785,1362440
Nyanza,Villa,178,2,2,3,1992,1,1,4.681420786256649,2.568323794690166,2223677
Nyanza,House,160,5,3,3,1980,1,0,2.7190733353989813,2.9000400299416755,4105605
Musanze,Villa,151,5,2,1,1981,1,0,4.618379390371499,2.0695151499095714,5416212
Rubavu,Apartment,123,2,3,1,2008,0,0,5.640585176904002,3.575268911403726,1044641
Rwamagana,Apartment,176,3,1,3,1990,0,0,6.848169576167946,2.5661111107437375,3328896
Nyanza,House,202,4,2,3,2019,0,1,7.771706891431728,0.9939623931716142,8411340
Nyamagabe,House,52,1,3,2,1985,1,1,4.90171628963991,0.6044634273752261,5230280
Muhanga,House,254,5,3,3,1985,1,1,3.4148454020706884,1.8329666065226893,4848478
Kigali,House,214,1,1,2,1991,1,0,6.3064400684801445,0.12112269139437082,3744774
Nyamagabe,House,235,2,1,3,1980,1,1,7.85171829879679,2.2662921662466196,7620020
Kigali,Apartment,110,2,2,2,1988,1,0,7.391070525131991,1.388535241442128,2633841
Gicumbi,Villa,216,1,2,2,2002,0,0,2.7133176130164256,0.7858593483013627,4166862
Gicumbi,Villa,165,1,3,3,1994,1,0,3.846107987868579,1.8457320993794442,6989252
Musanze,Villa,272,3,1,1,1997,0,0,3.0088958865185615,2.1858664999500124,1998736
Muhanga,House,115,3,1,1,1981,1,0,4.455666502023763,1.461588944997926,8474528
Rubavu,Bungalow,220,5,1,3,2011,1,1,6.564792843894645,1.4018521368763517,11417236
Musanze,House,52,3,1,2,2006,0,1,7.095279803640352,0.22786136023478498,4008852
Kigali,Bungalow,66,1,3,1,1982,1,0,3.6704589156971603,1.460912777316281,7808456
Nyanza,Apartment,212,1,2,1,1980,1,0,12.249928574418629,1.9838767965123438,2596367
Musanze,Bungalow,181,5,3,2,2013,0,0,6.076436095879048,2.5791703332337246,3626468
Kigali,Villa,238,3,1,1,1984,0,0,3.698237412472287,3.774791122695757,1960419
Musanze,Bungalow,58,3,3,3,1987,1,1,4.895506571535824,3.2576314760827416,1343428
Nyamagabe,Apartment,118,3,1,1,2000,0,1,6.8731266947743785,0.4591741511780345,3778349
Rubavu,House,209,1,3,2,2015,1,1,5.308513465366309,1.0028378567493763,4786760
Nyamagabe,Apartment,149,3,3,1,1981,0,1,6.160469941251662,2.068009999157537,3033032
Muhanga,Villa,174,1,2,1,2015,0,1,8.178444540702225,0.2722609673292331,1862990
Kigali,Bungalow,50,1,3,3,2006,1,1,3.594319208376584,2.403126813615997,1229327
Huye,Apartment,135,3,2,3,1982,0,0,6.306820509854416,2.8660008278577567,906772
Gicumbi,Villa,132,3,1,3,1988,0,0,1.9595146610323986,1.075047435918627,4010217
Rwamagana,Bungalow,177,5,2,3,2011,1,1,4.980282234044037,0.9372988680371743,7852167
Rubavu,House,147,3,3,3,2002,0,1,4.610796880903729,4.045882800036217,5689868
Nyanza,House,195,1,1,2,1998,1,1,7.837112890213321,1.6166183082570136,5331049
Gicumbi,Apartment,263,3,3,1,1997,1,1,5.291996616105537,2.7528659300887313,5108962
Rwamagana,Bungalow,125,4,3,2,1992,0,1,5.897859221955154,0.250408796463067,4843825
Huye,House,205,4,1,3,1985,1,0,4.512271151136656,3.34169858220089,3601590
Gicumbi,Apartment,82,4,2,1,2022,0,1,3.4150722778216083,1.999890087765794,3011462
Muhanga,Villa,76,2,1,3,1992,0,1,8.165130610863386,2.536095338618871,3952478
Nyanza,Apartment,155,5,1,3,1991,1,0,5.567615472579137,0.8699630043465711,7994750
Huye,Bungalow,169,5,3,1,1981,1,0,5.31674619023824,2.078602850747412,6746731
Rwamagana,Villa,159,4,1,3,1989,0,1,4.697379299558834,0.6461295899691555,5670998
Kigali,Bungalow,183,3,2,2,1994,1,0,8.204307723510846,1.368444794661519,4649984
Gicumbi,House,94,2,3,2,2003,0,0,5.9578845114484515,2.4063518578210648,2566990
Rwamagana,Apartment,177,4,1,1,2001,1,1,1.4224950805399006,4.890156804774701,4802751
Muhanga,Bungalow,188,5,2,1,1981,0,1,3.589168660821448,2.2795644617522814,8050440
Huye,Bungalow,68,3,1,1,2004,0,0,8.901501799996051,1.9371137466208825,4929441
Huye,Apartment,147,2,1,2,1980,1,1,8.901170001399825,3.6813903809904867,579598
Nyanza,Apartment,93,2,1,3,2014,1,1,9.569427450721058,2.273765492929695,2196739
Rwamagana,Villa,53,2,2,3,1990,1,0,7.065995148410231,2.127791663023081,-567053
Gicumbi,Apartment,217,1,1,2,2002,0,0,6.868558078109624,2.3700532803636776,4932071
Rubavu,Apartment,229,4,3,1,2022,1,1,5.8950974372824785,2.3024103319065947,2246313
Gicumbi,Bungalow,121,1,2,2,1994,1,1,7.472254432544776,1.956541753255135,3221442
Rusizi,House,149,3,3,2,1997,0,1,5.585607542100132,0.3816141068208747,8085798
Kigali,Apartment,129,2,3,1,2010,0,0,1.5681796201178848,1.4321479353551951,1569190
Rwamagana,House,124,2,1,2,1987,0,1,7.131158014129653,1.1452651919551382,300848
Kigali,Bungalow,144,3,2,1,1984,1,0,3.089838697196511,1.2034888391716052,4817060
Nyamagabe,House,136,2,3,3,2021,0,0,6.406053078248805,2.292361088116193,3916984
Kigali,Apartment,226,1,2,1,1991,0,1,9.98640300769432,1.3650562962626211,3861866
Rusizi,Bungalow,63,1,1,1,1996,1,0,1.861916450473132,0.0,1348974
Muhanga,House,174,1,1,3,2006,1,1,4.308266204895715,1.4075186056231157,3339779
Huye,Villa,122,5,2,2,2019,1,0,4.6709801847385135,1.9463885203303333,789376
Huye,Apartment,196,4,2,1,2002,1,0,7.981706156127698,0.6833306405425521,1420764
Nyamagabe,Villa,217,1,2,2,1997,1,1,4.314756780016375,0.9828915270248701,2364310
Rwamagana,Apartment,78,5,2,2,1999,0,1,5.317865146143989,2.715699289144278,4071710
Kigali,Apartment,208,1,3,3,1992,1,0,7.013057626094895,1.5017731445764784,2812054
Muhanga,Bungalow,50,3,1,2,2015,1,0,2.232250370529922,2.694297165401456,2363634
Gicumbi,Apartment,199,3,2,3,1984,1,0,6.699454808703809,1.8391976470803673,5655834
Rwamagana,Bungalow,200,4,2,3,1988,0,0,3.4453983570195033,0.5025262452216355,2579581
Kigali,Apartment,107,4,3,3,2021,0,1,2.1551242987517494,1.4915462263519539,4189580
Gicumbi,House,192,4,3,1,1982,1,0,4.887549930412808,0.9742198400666167,5405844
Kigali,Villa,202,4,3,2,2022,0,0,4.878758958890089,1.6622829982551404,3864012
Rusizi,Apartment,152,2,3,3,2016,1,1,4.936485973913381,2.7614748279124033,3098964
Nyanza,House,78,2,3,1,2022,1,1,6.440109213450512,1.770106247895095,1571007
Gicumbi,House,204,5,1,1,2014,1,0,4.64163027335381,2.4392598316787004,6742233
Musanze,Bungalow,139,3,1,1,1988,0,1,9.830267001524556,2.5279651697642613,1112124
Musanze,Bungalow,110,1,1,2,1985,1,1,5.248254487465076,1.7730210893056304,3067880
Musanze,Villa,139,5,2,2,1985,1,0,4.986629088607159,0.5902867469128146,6488194
Nyamagabe,Villa,115,4,3,1,2019,0,0,1.541356501010395,3.4596973230040367,4169908
Rubavu,Villa,142,3,1,1,1984,1,0,2.0829561341134157,2.1283413187672973,4855382
Gicumbi,Bungalow,231,1,1,2,1991,0,0,3.204212862168891,1.979120939200445,3919496
Muhanga,House,163,2,2,1,2019,1,0,5.3151657889013215,3.0698534383892193,1843729
Gicumbi,House,201,2,3,1,2017,1,1,4.682576166829883,2.7133385298003247,3012300
Musanze,Apartment,188,1,3,1,2002,1,0,7.2180973615684305,2.1865493298036633,5076588
Nyamagabe,Bungalow,118,1,2,2,2014,1,0,4.540278093231167,1.2224202030820566,2028676
Rwamagana,Apartment,76,5,1,2,2002,1,1,2.6131401547970987,1.5946221021058657,2677636
Rusizi,Villa,129,5,3,3,2015,0,1,5.887017006788051,3.594807512456695,5571187
Kigali,Villa,116,4,2,2,2003,0,0,5.913854748908953,1.7210320830007408,4604723
Gicumbi,Apartment,100,4,3,3,1982,1,1,2.8419189309069073,2.4294791454064626,5248903
Huye,Bungalow,148,2,2,3,2021,1,0,5.2265003889397565,1.751104749843042,4769820
Nyanza,Bungalow,174,1,1,3,2005,1,1,6.035110772472674,0.9902118462474145,2010834
Huye,Apartment,136,4,1,3,2015,1,0,8.547112916996436,1.6844713876968782,1866644
Huye,House,63,3,1,2,2019,1,1,6.527523685188321,3.403080212237035,3115176
Muhanga,Villa,123,5,3,2,1987,1,0,4.993905266736458,1.4444661263980596,2758899
Musanze,Villa,98,5,2,1,2018,1,0,7.408119322222033,2.5583009391120397,5391519
Kigali,Apartment,197,4,2,3,2013,0,1,5.762210069774316,2.479406781622629,3984388
Rusizi,House,107,4,2,3,1990,0,1,5.127580685151082,1.2193579103146068,4583334
Rubavu,House,205,5,3,2,1992,1,0,7.825817660211786,2.319619246651229,7094052
Nyanza,Bungalow,214,5,2,2,1992,1,1,5.54415013995818,3.8407912171779373,5325221
Nyamagabe,House,167,4,3,3,1982,0,1,3.941648360536075,2.1108035342297753,1941389
Huye,House,50,2,1,1,2015,1,0,4.897728942141754,1.3671631068395154,2117134
Rwamagana,Apartment,50,3,1,2,1994,0,1,7.64702010160252,2.3621135849994968,3383140
Rubavu,Apartment,189,4,3,3,1997,1,1,6.897151796555272,1.334991032253599,5330221
Huye,Apartment,183,1,3,3,2022,0,0,3.8179702929820776,1.6548100134039492,3463243
Huye,Bungalow,173,1,1,2,1993,1,0,4.435062177399305,2.201844681190618,6065351
Musanze,House,118,3,2,3,1995,1,1,3.8966191663579295,2.371037680611927,2449145
Huye,Bungalow,228,3,1,2,2017,0,1,2.190749202362341,0.48381754118469433,4222225
Nyanza,Apartment,135,4,3,1,2001,0,0,6.406365571497794,3.3600250773032263,4316838
Nyanza,House,119,4,1,1,2003,0,1,2.565303925456056,2.4129858824304713,4787589
Gicumbi,House,64,5,2,1,2003,1,0,1.342822569570239,0.0,2407182
Rwamagana,Villa,82,1,2,3,1987,1,0,1.9769280724671234,1.1537822820403925,3446125
Rusizi,Apartment,127,4,1,2,1999,1,1,4.304955090472334,2.5797754055266813,5950356
