Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Kanombe,House,107,5,2,3,2002,1,1,4.398484184,2.439787296,1,6489605
Remera,House,200,4,3,2,1991,0,0,3.896298678,0.792777423,0,5428557
Kanombe,House,111,2,1,1,1995,0,0,3.799074093,1.524738727,0,3427702
Kimironko,House,129,5,2,3,2014,1,1,5.758334861,4.115882067,1,2242234
Kicukiro,Apartment,166,4,2,2,1986,1,1,4.028238787,1.604720107,1,6248209
Remera,Villa,164,1,2,3,2011,1,1,3.321476618,4.068867103,1,4159414
Kibagabaga,Villa,127,4,1,3,2023,1,1,3.984033883,2.399535144,1,-923726
Nyamirambo,Bungalow,180,4,2,1,2023,0,0,8.902134168,1.579921022,1,4928922
Remera,Villa,195,3,1,1,1989,0,1,6.769069089,1.648043388,1,1427478
Nyamirambo,Villa,149,3,1,1,1981,0,0,3.917371454,1.699850682,1,3817259
Kacyiru,Bungalow,207,5,2,2,1987,1,0,3.637338237,3.382799258,0,6083818
Kibagabaga,House,208,2,2,1,2014,0,1,7.064104218,3.278089749,0,4508788
Kanombe,Apartment,169,3,2,2,1993,1,1,3.901001694,2.942935064,1,4341283
Nyamirambo,Apartment,160,1,3,3,1995,1,1,3.757042077,2.696056258,1,5621427
Kibagabaga,Bungalow,166,1,1,2,2022,1,1,2.499978813,2.528365396,0,3356723
Kibagabaga,Bungalow,173,5,1,1,2013,0,0,7.672502184,2.893203784,1,2950222
Remera,Bungalow,189,2,1,2,2017,1,0,9.108313252,1.917489837,1,2948709
Kicukiro,House,164,1,3,2,1992,0,1,2.771617075,1.004086871,0,-1882911
Kicukiro,Apartment,129,2,1,1,2013,1,0,5.690746791,1.094399474,1,5962886
Kimironko,House,186,1,2,2,2013,1,0,9.513688506,0.103256803,1,3879741
Gacuriro,House,148,2,3,3,2007,0,1,3.109469724,1.314237406,0,3811721
Kicukiro,Villa,177,4,3,2,1989,0,0,2.826749649,1.370636203,1,5902196
Kanombe,Villa,104,4,2,2,2015,0,0,6.502296949,2.683811188,0,1844143
Gacuriro,Apartment,193,4,2,3,1990,1,0,3.943191033,1.442428043,0,1001598
Nyarutarama,House,200,1,3,1,1998,0,0,2.589645401,1.93669196,1,3075493
Kicukiro,Apartment,224,4,2,3,2020,1,0,2.705614798,2.423830418,1,3547767
Gacuriro,Villa,168,4,3,3,2017,0,0,5.489052799,1.749943903,1,3716269
Gacuriro,Apartment,142,2,3,2,2017,0,0,3.75499532,1.824438239,1,5295305
Kicukiro,Villa,186,3,2,2,2015,1,0,4.490411323,2.720553406,1,2609343
Nyamirambo,Bungalow,144,5,2,3,2004,1,0,7.147883215,2.206918154,0,6277246
Kanombe,Villa,72,3,3,3,2021,1,1,5.746276462,2.32745005,1,4968372
Kibagabaga,Villa,148,2,3,3,2018,1,1,8.83615652,2.753786481,1,3499684
Gacuriro,Villa,179,3,3,1,1990,1,0,5.255550986,1.227114887,0,2212897
Kimironko,Apartment,129,1,3,2,2020,1,0,5.615118957,1.754157139,0,1652390
Gacuriro,Apartment,183,1,2,3,2023,1,1,7.117867739,1.141285416,1,2421704
Remera,Apartment,167,3,3,3,2000,1,0,2.03726426,2.416463703,0,4901880
Kibagabaga,Bungalow,127,3,1,3,1990,1,0,5.27619408,2.948590611,0,-1681944
Kicukiro,House,111,5,3,2,1992,1,1,4.545113947,2.791250351,1,767079
Nyamirambo,Bungalow,241,2,1,1,2016,1,1,3.925587965,2.5410724,1,6503505
Nyamirambo,Apartment,125,1,2,1,2005,1,0,4.585422561,3.830123496,0,2777598
Gacuriro,Villa,125,1,1,1,1984,0,1,4.666514072,0.146303446,0,4381656
Remera,Apartment,173,2,2,1,1987,1,0,6.016014897,2.270355043,0,3854708
Kicukiro,Bungalow,207,3,1,1,2022,1,0,5.21643006,2.359348304,1,4210725
Kimironko,House,246,2,2,3,1996,1,0,3.91883144,0.775376216,1,1906606
Gacuriro,Apartment,159,1,1,2,2008,0,0,1.966006718,1.591640479,0,2157079
Remera,House,111,2,1,1,1992,0,0,4.422045799,1.785507757,0,3413161
Remera,Bungalow,247,5,2,2,2009,0,1,2.357085039,1.686045428,1,6912101
Kicukiro,Bungalow,140,3,1,3,1986,0,1,4.261544751,2.749974626,1,2559970
Gacuriro,House,137,2,2,1,2014,0,1,5.495722843,1.46357701,0,2509442
Kibagabaga,Villa,137,4,1,3,2004,1,0,3.241006857,3.483357986,1,4622846
Remera,Bungalow,170,2,1,1,2003,0,1,5.859807106,1.306099205,1,3437026
Kibagabaga,Apartment,157,4,2,2,1989,1,0,7.575484065,0,1,4582832
Kibagabaga,Villa,169,3,2,1,1998,0,0,7.771598286,2.722141191,0,3020721
Kanombe,House,88,2,1,1,1987,0,1,5.035355031,1.609273635,1,1663454
Remera,Bungalow,136,3,1,2,2010,1,0,3.377388461,0.436564547,1,4427121
Nyamirambo,Apartment,153,2,2,3,2013,0,0,5.403779873,1.450985433,0,2549601
Kibagabaga,Apartment,104,4,2,1,1982,0,0,5.444096663,1.717688649,0,499811
Nyarutarama,Villa,176,5,2,2,1988,1,0,5.236865918,2.613792674,0,5628810
Gacuriro,Villa,160,5,3,3,2002,0,1,1.883628644,2.744606907,1,4600659
Gacuriro,Bungalow,203,1,2,1,2015,1,1,7.282515447,3.008845037,0,1222782
Kimironko,Apartment,218,4,1,2,1986,0,1,5.437615787,3.307071048,1,8739217
Kicukiro,Apartment,142,1,3,3,2012,0,0,3.832668349,3.614753322,0,4078740
Gacuriro,Apartment,147,1,2,2,2015,0,0,4.094684284,1.47756896,0,-419398
Kanombe,Apartment,122,3,2,2,2020,1,1,4.116732283,1.658202005,1,4417180
Kibagabaga,Apartment,171,4,2,2,1983,1,1,5.079183403,2.584087534,1,3537583
Kanombe,Apartment,156,5,3,2,2007,0,0,3.937600499,2.292216592,0,6176017
Nyamirambo,Bungalow,193,3,1,1,2023,1,0,5.724279367,0.859508326,1,4067510
Kacyiru,Bungalow,153,1,2,3,1991,0,1,4.519206919,0,1,5988428
Remera,House,149,3,3,1,1982,0,0,5.278613086,2.878520834,1,5580678
Kibagabaga,House,130,3,2,3,1982,1,1,1.920835775,1.772884405,1,6269342
Nyamirambo,House,127,5,2,2,1987,1,1,7.918316562,2.132123178,1,7456659
Kacyiru,Apartment,246,2,1,3,1991,1,1,4.556131979,2.74368838,1,5456445
Kanombe,House,258,1,3,2,1985,0,0,5.271098773,1.375333084,0,2098372
Kibagabaga,Apartment,57,4,1,1,1992,0,0,4.965028711,4.528432277,1,-574232
Kibagabaga,Bungalow,114,3,2,3,1994,0,1,7.049220563,2.767539395,1,7450847
Nyarutarama,Villa,216,4,1,3,1982,1,1,0.548242966,0.796774035,1,6520296
Kanombe,House,129,5,2,1,1995,1,0,0.596509134,1.811585399,1,7223746
Kimironko,Villa,136,2,2,1,2012,0,0,7.271792243,3.595412615,1,5262428
Kacyiru,House,267,1,3,2,2007,1,0,8.388389656,0.965562552,1,7025273
Kanombe,Apartment,109,4,1,3,2015,0,1,5.364854723,2.802363727,1,4095830
Nyarutarama,Villa,128,5,3,1,1980,0,0,7.171981092,0.59053634,1,2651706
Remera,House,130,2,2,3,2005,0,1,4.388352345,0.127538737,1,2226323
Remera,Apartment,140,4,2,2,2015,0,0,5.898680354,2.168716732,1,7447951
Nyarutarama,House,195,2,1,3,1988,0,0,5.861474261,1.413340679,0,836434
Nyamirambo,Villa,75,3,2,2,2018,1,0,3.818488265,2.700038219,0,2489377
Kicukiro,Apartment,146,2,2,2,2014,0,0,4.121900042,1.474628037,1,-89822
Remera,Apartment,225,1,3,1,1987,1,1,6.182468834,2.793632892,1,5306367
Remera,House,184,2,3,1,1997,1,1,5.22264926,2.692843291,1,3836891
Kimironko,House,114,2,2,2,2006,0,1,3.701332235,2.15547449,1,1421093
Kacyiru,Apartment,101,5,2,1,1993,1,0,6.988503646,3.131870171,0,5396577
Nyarutarama,Villa,147,5,2,2,2008,0,0,8.755243176,2.662885642,1,5659157
Kicukiro,Apartment,138,5,1,3,1981,1,0,5.491202628,1.446094038,1,4324128
Nyamirambo,Apartment,186,3,3,3,1983,0,0,7.166603983,1.476387325,1,6487335
Kibagabaga,Apartment,50,3,1,3,1981,1,0,4.635470345,1.472060582,1,3159245
Nyarutarama,Villa,139,3,3,2,2012,1,0,5.256003584,1.448549501,1,2090204
Gacuriro,Bungalow,153,5,1,1,2005,1,0,1.555564677,1.708843876,0,4211896
Kibagabaga,Apartment,111,1,1,2,2019,0,1,5.611501909,1.821266733,0,4437229
Kimironko,Bungalow,112,5,3,2,2023,1,1,6.667913971,2.448263413,1,9022278
Kibagabaga,House,221,3,3,2,1997,1,1,4.300570268,2.541659004,1,7792948
Nyarutarama,House,141,5,3,3,2020,1,0,7.752024446,1.456750825,1,8030164
Kimironko,Apartment,152,4,3,2,2023,1,0,6.556557203,0.248513268,1,4587644
Kibagabaga,Villa,105,3,2,2,2004,0,0,3.110710828,1.954270026,1,1912619
Nyarutarama,Bungalow,194,5,1,2,2010,1,0,4.166201902,2.111966603,1,7292197
Kibagabaga,Apartment,172,1,2,3,2009,1,0,6.948831233,2.609660073,0,2929268
Nyarutarama,Villa,140,1,3,3,1999,1,0,4.992478655,1.628070233,1,3430952
Kibagabaga,Apartment,266,3,2,2,2008,0,0,2.92236353,1.518518118,1,2976771
Kacyiru,Apartment,50,1,2,3,1992,0,1,4.607331105,2.085100852,1,1103073
Nyamirambo,Villa,157,2,2,1,1980,1,1,6.984383829,2.622984025,0,4615773
Kicukiro,House,103,4,2,3,2021,1,0,3.414395612,2.30708119,1,3986441
Nyamirambo,Apartment,158,3,3,2,1984,0,0,6.337918152,2.309037183,1,1244175
Gacuriro,Bungalow,124,5,1,3,2006,1,1,4.392409137,2.583580518,0,7142779
Kicukiro,Villa,146,2,2,1,2010,1,1,5.881185409,1.697730778,1,3397793
Kicukiro,Villa,168,3,3,3,2008,1,0,4.370445351,4.077821686,0,5161876
Kibagabaga,Bungalow,171,2,2,3,1998,1,1,5.485772057,2.299270163,1,-2626167
Kicukiro,Bungalow,158,3,2,2,2017,1,1,10.21658386,0.166315911,1,1690757
Remera,Bungalow,50,3,3,2,1991,0,1,4.791701821,2.865755423,1,3307212
Kacyiru,Villa,156,3,2,2,2015,1,1,1.704984885,1.024681391,1,4956630
Nyarutarama,House,97,4,1,1,2023,1,1,5.026053195,2.358757659,1,5522350
Remera,Villa,136,1,1,3,2015,1,0,6.59458761,2.690205613,0,6012580
Kimironko,Villa,150,3,1,1,2022,1,0,7.629385223,2.843973101,1,1375157
Kacyiru,House,124,4,1,1,2013,1,0,4.166297649,0,1,2068487
Kanombe,Bungalow,114,2,1,3,2008,1,0,5.280241016,2.040256444,1,3865593
Kacyiru,Apartment,211,2,2,2,1992,1,1,4.223819591,1.878853199,1,6072005
Nyamirambo,House,160,3,2,2,1985,0,0,1.311088511,4.938762406,1,2624000
Kanombe,Apartment,127,2,3,1,1998,0,1,3.369289079,2.153336272,1,1748835
Kanombe,Bungalow,158,2,3,3,2003,1,1,3.711583658,1.573823179,1,5954544
Gacuriro,House,193,2,1,3,2020,0,1,6.275516848,2.882015256,1,5581496
Gacuriro,Apartment,135,5,2,3,1994,1,0,3.673347075,2.703868957,0,4791067
Kacyiru,Bungalow,76,5,1,1,1996,1,1,6.738664976,4.215653345,0,2214856
Gacuriro,Apartment,202,4,3,3,1990,1,1,6.742736418,2.850896575,0,7343104
Kacyiru,Bungalow,126,1,3,2,1990,1,0,1.807413304,1.814990989,0,1402897
Kimironko,Villa,192,2,1,1,1993,0,0,4.953312717,2.078535266,0,1171644
Kicukiro,Apartment,108,4,1,1,2017,0,0,5.087390653,0.738603667,1,2221733
Kanombe,Apartment,125,3,2,2,2019,1,0,6.545981333,2.890367378,1,3002552
Kibagabaga,House,162,2,2,3,1999,0,1,5.05770603,3.383015025,0,3952864
Nyarutarama,Villa,167,1,2,2,2011,1,0,7.129660164,3.519129246,1,5819648
Nyamirambo,Villa,168,3,1,1,1992,1,1,7.462162004,3.297203018,1,4870683
Gacuriro,Villa,221,4,3,1,2005,0,1,6.59481399,1.339603192,0,3139182
Kimironko,Villa,171,4,1,2,2004,1,1,1.310190229,1.446827794,1,2290190
Remera,Villa,193,1,2,3,2005,0,0,4.744337186,3.133931795,1,1777806
Kicukiro,Apartment,103,2,1,1,2017,1,1,4.406927078,1.123094407,0,4355424
Kibagabaga,Villa,139,5,3,1,2005,1,0,1.018742503,1.53674872,1,1415287
Kacyiru,Villa,237,5,2,1,2022,0,1,2.967507298,2.247799419,1,5461850
Kacyiru,Apartment,152,3,2,1,1995,0,0,4.071610105,4.031060806,1,4811835
Nyamirambo,Apartment,209,4,2,2,2004,1,1,6.014732843,1.870396753,1,6277656
Kicukiro,Bungalow,167,3,2,3,1996,1,0,5.229513607,3.862143225,0,4764396
Kanombe,Villa,94,5,3,1,1989,1,1,6.60627289,3.515782596,1,3906030
Gacuriro,House,168,2,2,2,2011,0,0,6.674780988,1.09595643,0,7767241
Kacyiru,Apartment,113,4,1,3,1991,1,0,4.260621529,2.396656238,0,5323056
Kacyiru,House,129,2,3,2,1992,1,1,7.984763312,2.770357944,1,5851209
Nyamirambo,Bungalow,129,3,2,1,2017,0,1,7.771669568,2.520164697,1,2888201
Kimironko,House,95,4,1,1,2023,1,0,3.233207146,1.849504594,0,7825420
Kimironko,House,143,5,3,1,2001,0,1,7.195054338,1.64280944,0,4731035
Kicukiro,Villa,195,4,1,2,2016,1,1,3.098103498,3.126912012,1,4832184
Kimironko,Villa,122,1,1,3,1989,0,0,6.38273603,3.344969778,1,835248
Kibagabaga,House,202,2,2,3,2006,1,1,5.911455379,2.28070071,1,4915442
Nyamirambo,Bungalow,164,1,2,3,2005,0,1,7.114518241,1.687030214,1,5527086
Kicukiro,Bungalow,102,3,3,1,1983,1,1,1.46634576,0.423664227,1,3413914
Remera,House,97,5,2,2,2004,1,0,5.599149968,2.544404397,1,4332924
Nyarutarama,Villa,140,1,3,2,1980,1,0,1.881358521,2.179550863,1,5142233
Nyarutarama,Villa,209,5,1,3,1996,1,1,6.095206228,1.581072717,0,5415299
Kibagabaga,Villa,111,1,1,2,1995,1,1,7.540766937,2.317224454,1,4504145
Gacuriro,House,143,4,1,1,1980,1,1,6.3797376,2.126104418,0,3580102
Gacuriro,Bungalow,205,5,2,2,2014,1,1,5.310809116,0.699301058,1,3384686
Kibagabaga,House,103,4,3,3,2008,1,0,5.243146785,2.90027015,0,7276542
Kibagabaga,House,238,5,2,2,2009,1,1,6.188536651,1.534306639,1,4750930
Kicukiro,Bungalow,266,3,2,1,1994,0,0,4.703629448,1.606937005,0,4096541
Kimironko,Villa,274,5,2,3,1990,0,1,5.442222239,1.918774422,1,2727299
Remera,Apartment,99,2,1,1,1992,0,0,5.324949365,2.376071743,0,1279582
Nyarutarama,House,225,2,1,1,1982,1,1,3.669277358,1.535096713,0,3953979
Gacuriro,House,106,3,2,2,1991,1,0,6.515303132,2.946332821,1,6559791
Kacyiru,Villa,97,2,1,1,1984,1,0,6.085865612,2.23545163,0,3082749
Remera,Villa,126,2,3,3,1993,0,1,6.529281433,3.865172665,1,1531761
Gacuriro,Apartment,202,3,3,2,2005,0,1,4.597107836,4.228444158,1,5375154
Kibagabaga,Apartment,178,4,3,2,1989,0,0,8.564631916,0.851004846,1,6196683
Kicukiro,Bungalow,185,2,1,2,1989,0,1,3.969077317,4.721175978,1,374272
Kicukiro,House,115,3,2,3,2006,1,1,7.767889527,2.209759497,1,2797184
Kanombe,Villa,141,1,3,3,1982,0,1,4.587117979,1.37478142,1,1252484
Remera,Bungalow,180,3,3,1,2006,0,0,6.734372508,2.673199525,1,3781055
Kacyiru,House,134,1,1,1,2007,1,1,6.828913687,1.372693619,1,6736022
Nyamirambo,Apartment,84,4,2,2,1982,0,0,3.510111563,2.194984179,1,4856964
Remera,Apartment,99,5,2,1,2000,1,1,3.891360014,1.509617505,1,5347968
Kanombe,Bungalow,164,5,1,1,2008,1,0,6.28403006,2.524936302,1,9186993
Kibagabaga,Villa,97,1,2,3,2014,0,1,5.285067086,1.411205188,1,921701
Nyarutarama,Bungalow,113,2,1,2,1987,1,0,5.096896087,1.113095245,1,2190133
Kimironko,Villa,204,3,1,1,1986,0,0,2.854971948,0.454762092,1,2988511
Gacuriro,House,95,5,2,2,2023,1,1,3.580259782,2.630895678,0,3276657
Kanombe,Bungalow,56,1,2,2,2021,1,1,6.282330201,3.680853182,0,-1440375
Gacuriro,Apartment,98,1,3,1,1996,0,0,6.373387721,2.186871725,0,592879
Nyamirambo,Bungalow,150,5,2,2,1986,1,1,4.835130584,2.482378861,0,3572436
Kanombe,Apartment,136,5,2,1,2014,1,0,8.442202795,0,1,5113373
Kanombe,Villa,157,1,1,1,1996,0,1,4.074296263,2.339274526,1,-134751
Kanombe,Bungalow,158,2,2,1,1988,0,1,10.80528803,2.177007945,1,2698234
Kicukiro,House,209,5,3,3,2014,1,0,5.72297618,0.396517028,1,4995113
Kimironko,House,150,5,2,2,2022,1,1,6.039905713,2.000407617,1,7562580
Kacyiru,Bungalow,190,4,1,2,1995,1,1,0.377387475,1.839875768,0,5859407
Nyamirambo,Apartment,248,5,2,3,2018,1,1,2.901171349,0.804755003,1,4227022
Remera,Bungalow,177,4,3,3,2016,1,1,5.875850044,1.866950652,1,10531525
Kanombe,Villa,114,2,1,1,2013,0,1,10.04626289,1.961518298,1,4204016
Kanombe,Bungalow,137,3,2,2,2013,1,0,4.208437484,0.981821183,0,6216249
Nyamirambo,Apartment,122,2,3,1,1996,1,1,5.880737366,1.937001106,0,6101501
Kanombe,House,214,4,2,2,1981,0,1,2.709498221,1.145853869,1,2780696
Gacuriro,Bungalow,89,1,1,1,1993,0,1,8.831857141,2.332209625,1,3386905
Kimironko,Villa,193,5,2,3,2018,1,0,3.497559275,2.840335012,0,2858455
Nyamirambo,Apartment,62,3,1,2,1997,1,1,6.377798355,4.444259059,0,1999062
Kibagabaga,Bungalow,166,3,2,3,2000,0,0,6.922267175,0,1,3333727
Nyarutarama,House,170,1,1,3,1999,1,0,5.133855132,1.843537361,0,344720
Gacuriro,Apartment,120,5,1,2,1992,0,0,2.424179955,2.04409354,0,2050296
Kibagabaga,Bungalow,114,5,2,1,2010,0,1,5.822312086,1.918994079,1,91756
Nyamirambo,Bungalow,157,5,3,2,2023,0,1,4.20821987,0.381029264,1,3415071
Kibagabaga,Bungalow,238,2,1,2,2014,1,0,4.364202126,1.349106676,1,2706649
Nyamirambo,Apartment,142,1,1,3,1983,1,0,7.422064809,3.182117681,1,-336426
Kacyiru,Bungalow,121,4,1,3,2011,1,0,6.684692956,3.176721005,1,6076022
Nyamirambo,Apartment,164,2,1,3,2002,0,1,2.610973186,3.753502762,1,2047627
Kimironko,Bungalow,161,3,1,2,1996,0,0,1.627307979,2.162668952,1,533406
Remera,Apartment,128,1,2,1,1992,1,1,3.942305086,2.072518864,1,2232635
Kimironko,Villa,102,1,3,3,2013,0,1,3.235685572,0.925076277,0,2211443
Kibagabaga,House,139,4,2,3,2011,1,1,3.556593207,2.979905918,1,1584807
Remera,Villa,136,1,3,2,2021,1,0,6.761440882,3.0291334,0,3994946
Kimironko,Apartment,133,4,2,3,1993,1,0,3.308894811,3.54879148,1,-549423
Kanombe,Villa,90,1,1,1,1990,0,1,2.282238825,2.466762015,1,2593120
Kicukiro,House,109,4,1,1,2005,1,0,3.171682286,3.321920532,1,4858928
Nyamirambo,Apartment,161,3,3,2,2006,1,0,6.126681904,2.834580796,1,3407406
Kacyiru,House,119,3,1,3,1995,1,1,4.051176258,2.163980425,1,4218012
Nyamirambo,House,233,2,3,3,2000,1,1,5.186463225,2.595937168,1,1162428
Kanombe,House,85,3,3,1,2021,0,0,6.750460783,0.855393747,1,3329978
Kicukiro,Apartment,168,4,1,1,1999,0,1,5.141216273,1.372400058,1,5293601
Nyarutarama,House,103,1,1,1,1999,0,0,5.398984944,1.049177868,0,1706195
Kicukiro,Villa,91,1,3,1,2020,1,0,6.576704768,2.25682711,1,1742435
Gacuriro,Apartment,104,1,3,2,1980,1,1,6.141563292,2.213569717,1,2079940
Kimironko,Apartment,162,5,1,2,2002,1,1,4.134613196,1.445672903,0,6443083
Kimironko,Bungalow,258,5,2,3,2023,0,0,2.534228241,2.423040336,1,865746
Kimironko,Bungalow,175,2,1,2,1990,1,1,4.470229468,0.600042319,1,3415427
Kibagabaga,House,147,2,1,1,1998,1,1,3.041389381,2.625135536,0,374776
Kicukiro,House,100,1,2,1,2004,1,0,4.747642709,1.10162642,1,4632416
Kibagabaga,Villa,278,1,3,1,2009,0,0,1.363499428,1.670333516,0,743902
Gacuriro,Apartment,153,4,3,1,1988,1,1,0,4.554721104,1,3558034
Kanombe,Apartment,148,4,1,3,2007,0,1,7.741901924,0.930023871,1,5425702
Gacuriro,Bungalow,182,5,1,1,2017,1,0,5.518487877,2.81358926,1,4969790
Kibagabaga,House,187,3,1,2,1988,0,1,3.303355077,1.814360925,0,5030861
Kibagabaga,Bungalow,163,2,1,3,2017,1,0,3.404419844,3.134313775,1,3353792
Remera,Villa,95,1,3,3,2020,0,1,3.503087137,1.725735651,1,5114310
Gacuriro,House,253,1,3,3,1987,1,1,4.632183609,3.194415433,0,3891404
Kicukiro,Bungalow,115,1,1,2,1993,1,0,2.359440856,2.892293542,1,2347552
Kicukiro,House,50,5,2,3,2004,0,0,5.090143961,2.340804388,1,72452
Nyarutarama,House,121,1,3,1,2012,0,1,4.196447338,4.120857377,1,5028381
Kimironko,Bungalow,188,2,3,1,2020,1,0,4.319356279,2.416228003,0,5884586
Gacuriro,Villa,209,3,3,2,1999,0,0,1.98081975,2.106544293,1,6121560
Kibagabaga,Bungalow,91,1,3,2,2015,1,0,6.397815293,3.414224245,0,3260455
Kacyiru,House,180,2,1,1,2017,1,1,7.932763369,0.034658151,1,1737253
Kibagabaga,Villa,127,1,1,1,1986,1,0,3.413059913,2.403117198,1,1488856
Nyarutarama,Bungalow,190,3,2,1,2023,0,0,5.551464386,2.425135376,1,3413800
Gacuriro,Apartment,100,2,2,3,2015,1,1,6.236200371,3.018097015,0,2769016
Gacuriro,Apartment,50,2,3,1,2023,0,0,3.048051114,1.730556128,0,1063268
Kibagabaga,House,191,5,1,1,2003,0,0,5.313556024,3.947015212,0,3684813
Kacyiru,House,184,4,3,3,2013,1,1,4.073632643,0.842336311,1,7322578
Kimironko,House,92,4,1,2,1985,1,0,7.396219976,1.4235452,1,2682373
Remera,Bungalow,163,2,2,1,2006,0,0,3.214056884,1.530973033,0,3987135
Kibagabaga,Bungalow,121,2,1,1,1989,0,1,4.181376063,2.436014328,1,4582231
Nyamirambo,Apartment,234,1,2,3,2002,1,0,5.200648669,3.430113507,0,5323357
Nyarutarama,Villa,192,4,3,3,2007,0,1,3.532492354,2.321281705,1,3847663
Remera,Apartment,174,4,2,1,1996,1,0,8.052601495,0,1,4536409
Nyarutarama,Villa,143,3,1,3,2023,1,1,3.177848054,3.251011026,1,1921652
Remera,Bungalow,174,3,1,2,2018,1,1,6.939426478,2.03421936,1,6565253
Kibagabaga,Villa,93,5,1,2,1983,0,1,4.082715902,0.482461323,1,3257726
Nyamirambo,Bungalow,50,4,3,2,2010,1,0,3.639024486,2.975554384,1,3323523
Kicukiro,Bungalow,260,3,1,3,1981,1,0,4.654562656,1.813140728,1,5794266
Nyamirambo,Villa,80,3,3,3,1996,1,1,9.485493044,1.422861871,1,2649665
Gacuriro,House,63,5,1,2,2018,0,1,5.003586022,1.969620854,1,5980902
Kacyiru,House,177,1,2,1,1992,0,1,3.556023862,2.526378798,1,4266115
Kimironko,House,130,1,2,1,2009,0,0,4.29163043,1.955242756,1,-388638
Nyarutarama,Apartment,234,3,2,3,1990,1,0,7.252715171,1.436531907,1,6191246
Kacyiru,House,224,2,1,2,2007,1,1,0,2.195143616,0,1359313
Kibagabaga,House,206,1,3,3,1991,1,1,6.008833768,1.547225959,0,3145480
Remera,House,101,3,2,2,1989,1,0,0.814896181,2.620804657,0,7478974
Kanombe,Apartment,61,1,2,1,2019,0,0,6.207867204,2.836722442,1,-571752
Remera,Bungalow,161,3,1,3,1987,1,1,5.707597892,0.947475813,1,2930663
Nyarutarama,Bungalow,188,2,3,1,1987,1,0,7.356816939,2.323020356,1,1447986
Kacyiru,Bungalow,208,3,2,2,1982,0,1,3.224457414,2.073747618,1,3268218
Kibagabaga,Apartment,142,4,3,2,2015,1,1,8.45661159,1.015768462,0,67917
Remera,Villa,142,3,2,3,1987,0,1,1.370412833,0.453422787,1,6482810
Kibagabaga,Bungalow,170,4,3,2,2007,1,1,7.080030001,1.481250697,0,3416816
Kacyiru,Bungalow,193,3,3,3,2017,0,1,5.460222639,0.959828451,0,3396268
Kibagabaga,Apartment,177,3,2,3,1990,1,1,1.304473272,3.278373124,0,4823346
Nyamirambo,Bungalow,205,2,3,2,2008,0,1,4.696037338,1.806173123,1,3844467
Kicukiro,Villa,104,3,2,1,2020,0,0,4.097998514,2.812381026,1,4188989
Kimironko,Apartment,140,2,3,2,1987,0,0,4.919598274,2.758250818,1,5931745
Nyarutarama,Bungalow,218,2,1,2,2019,1,0,2.978967506,1.647488737,1,4028677
Kanombe,Villa,181,1,3,3,1997,1,0,6.143228872,2.814086915,1,7470683
Kacyiru,House,177,5,1,1,1991,1,1,5.97069636,3.268213136,1,6589606
Kibagabaga,Villa,109,1,3,1,1991,0,0,3.708380685,1.948724902,0,1546182
Gacuriro,House,154,4,1,2,2009,1,1,4.998135202,0.336041532,1,6009300
Nyamirambo,House,187,2,2,3,2017,1,0,4.895302956,2.659666647,1,3077071
Kimironko,Villa,257,3,3,1,1988,0,1,5.291791793,2.419710803,0,7410790
Remera,House,168,5,3,2,1986,0,1,5.215339278,1.803790513,1,4430703
Gacuriro,Villa,171,1,2,3,1985,1,0,1.398718276,2.179702339,0,3961793
Kicukiro,Apartment,177,2,2,2,2016,1,1,2.316210219,2.152277573,1,5968493
Remera,House,171,3,2,1,1984,0,0,6.170676089,2.070256117,1,4293497
Kibagabaga,Bungalow,88,4,3,2,2009,0,1,6.280046503,1.050444302,1,4829959
Kicukiro,House,196,4,2,3,2010,1,0,4.758679277,1.779741489,0,7085157
Nyarutarama,Villa,108,5,2,3,1982,1,0,5.231478774,0.893640687,1,5361454
Kanombe,Villa,152,1,2,2,1989,1,0,3.511691256,3.409189835,1,4833168
Kibagabaga,Apartment,50,2,1,1,2013,0,0,7.707883185,2.388322019,1,4595181
Kanombe,House,76,5,1,1,2015,1,1,5.059528323,3.584058923,1,4008796
Remera,House,201,4,2,2,1997,1,0,4.282349764,2.535928684,1,5264003
Kicukiro,Bungalow,279,4,2,3,1988,1,0,4.887706736,2.723847771,0,7527683
Nyamirambo,Villa,220,3,1,1,1984,1,1,4.468395641,2.59836781,0,2920162
Kacyiru,Villa,206,1,1,3,2021,0,1,5.77271048,0.699942052,0,3276679
Gacuriro,House,107,1,3,2,2016,1,0,4.447762866,1.802653095,1,5527811
Kanombe,Bungalow,137,1,2,2,1983,0,1,6.988568817,2.251147208,0,-316511
Kimironko,Apartment,220,4,2,1,1982,0,0,3.231800627,0.905428356,0,6668607
Kanombe,Villa,141,1,3,2,2002,0,0,5.9335115,3.464680612,1,4495981
Kicukiro,Apartment,171,4,3,2,1985,1,0,4.767474234,3.878202516,1,3640870
Kanombe,House,259,1,3,1,1998,1,1,7.090174277,1.275015538,1,3715451
Nyamirambo,Apartment,137,3,3,2,2020,0,1,4.733955953,2.303950434,1,3390599
Nyarutarama,Bungalow,206,1,3,3,1988,0,1,10.21726291,1.864876832,1,4964091
